amount,failed_attempts,new_device,account_age_days,international,is_fraud
8538,5,1,899,1,1
20195,0,0,365,1,0
16254,6,1,199,1,1
8104,0,1,601,1,0
9852,1,1,760,1,0
55526,1,1,835,0,0
26919,4,0,79,1,0
92151,9,1,477,1,1
24317,6,1,434,0,0
88808,0,1,797,0,0
33094,9,1,842,1,1
15136,0,1,32,0,0
77375,0,1,87,0,0
97856,5,1,551,0,0
49516,1,1,393,1,0
9687,0,0,613,1,0
95765,5,0,244,0,1
745,1,0,232,0,0
31030,5,0,910,1,1
81935,9,1,580,1,1
30190,7,1,192,0,1
87589,1,0,916,1,0
52242,8,0,540,1,0
26575,7,0,270,0,0
18988,9,1,940,0,0
43832,0,1,738,1,0
81723,6,0,77,1,0
46405,9,0,735,1,0
46137,5,0,993,0,0
9446,5,0,884,0,0
687,5,0,167,0,0
12863,5,1,284,0,0
59265,9,0,704,1,1
69715,6,1,89,0,1
36216,2,0,544,0,0
85851,5,0,649,1,0
91453,2,1,156,0,0
90401,6,0,250,1,1
95748,6,1,95,0,1
25656,7,1,17,1,1
59142,1,0,117,1,0
18199,8,0,983,1,1
45196,4,1,333,0,0
72086,8,1,823,1,1
13330,9,0,522,0,0
29109,4,1,80,0,0
71069,6,0,646,0,0
33966,8,1,432,0,1
84346,3,0,203,0,0
77075,1,1,116,0,0
41955,8,1,963,1,0
81657,1,0,220,1,0
6516,2,1,253,0,0
72616,9,1,169,0,1
56015,1,1,847,0,0
18158,2,1,316,0,0
76737,5,1,717,0,1
40818,2,1,810,1,0
32702,9,1,372,1,1
74758,7,0,760,0,1
78212,5,1,877,0,1
58167,6,1,977,1,1
27616,0,0,583,0,0
88069,2,1,156,0,0
1189,2,1,614,0,0
37446,1,0,13,1,0
74763,6,1,508,1,1
10587,8,1,465,0,0
255,3,0,783,1,0
67594,4,0,804,1,0
76329,2,1,220,0,0
38647,8,1,15,1,1
28895,3,0,750,1,0
55396,4,1,117,1,1
21547,0,0,331,1,0
36698,1,0,56,1,0
41914,8,0,351,1,0
90851,1,1,132,0,1
75430,4,0,995,0,0
98845,7,0,226,0,1
88060,2,0,308,1,0
63378,5,1,475,0,0
55177,3,1,906,1,0
72006,6,1,222,1,1
9628,9,0,173,0,1
93912,2,1,340,1,0
50200,5,1,797,0,1
8279,9,0,506,1,0
48881,8,0,821,0,0
55367,9,1,157,0,0
82479,0,1,151,0,0
24052,2,0,697,0,0
53898,1,1,178,1,1
98796,7,0,533,0,1
51039,6,0,112,1,1
29616,1,1,683,0,0
56626,5,1,138,0,1
10549,2,1,233,0,0
50390,7,1,332,1,1
86761,9,0,542,0,0
73054,2,1,893,0,0
22846,9,1,307,1,0
68090,8,1,161,0,0
58910,0,0,402,1,0
83397,4,1,590,0,0
15323,2,1,278,0,0
72337,5,0,320,0,1
2697,9,0,533,1,0
65777,1,0,897,0,0
2759,8,0,497,0,0
86616,5,0,363,0,1
74667,6,1,372,1,1
15137,4,0,892,1,0
46838,8,0,655,1,0
71778,0,0,36,1,0
12209,4,0,303,1,0
22110,9,0,438,1,0
8887,5,0,726,0,0
8572,6,0,32,0,0
23483,3,0,186,0,0
61809,0,1,174,0,0
69885,7,1,566,0,1
34618,9,1,673,1,1
54009,3,0,250,1,0
18451,2,0,763,1,0
69724,6,0,935,0,0
53430,1,1,279,1,0
15382,7,0,683,0,0
84966,5,0,695,1,0
21878,6,0,2,0,1
24364,4,1,194,1,1
59775,8,1,166,0,1
5175,4,0,759,1,0
76048,4,1,925,0,0
48554,2,0,756,1,0
28465,0,0,110,0,0
72866,1,1,380,0,0
48300,7,1,835,0,0
11102,0,1,999,0,0
14047,6,1,583,1,0
79322,4,0,676,1,0
94940,2,0,285,1,0
78710,6,1,887,0,1
52242,8,1,421,1,1
56407,1,0,113,0,0
4593,7,0,228,1,0
50185,8,0,471,0,0
34328,2,0,813,1,0
79776,1,1,528,0,1
51975,6,1,496,0,0
31755,4,1,31,1,0
43572,4,0,162,1,0
49537,9,0,818,1,1
49516,4,1,705,0,0
59811,3,1,722,0,0
6916,4,1,378,0,0
77275,3,0,446,1,0
64407,5,1,744,0,1
46833,3,0,427,1,0
95128,1,1,696,0,0
11340,8,1,504,1,1
98334,1,1,527,0,0
92593,8,0,944,0,1
98444,9,0,817,1,0
71463,5,0,721,0,0
32862,8,0,684,0,0
8359,8,0,778,1,0
50239,2,0,532,0,0
14949,0,1,582,1,0
81868,0,0,520,1,1
89809,2,1,941,0,0
54969,4,0,34,0,0
63195,2,1,736,0,0
71010,8,1,691,1,1
86810,8,0,758,0,0
23667,2,1,490,1,0
35392,2,0,772,0,0
74913,4,0,620,0,0
97236,1,0,754,1,0
51731,5,0,423,0,0
9985,6,1,468,0,0
59759,8,0,24,0,1
54406,5,1,216,0,0
66414,2,1,55,0,0
65187,4,1,26,1,1
29265,3,0,281,0,0
59029,4,1,804,1,0
67128,7,0,327,0,1
96098,7,1,970,0,1
49912,5,0,186,1,0
50600,0,0,495,0,0
79251,7,0,12,0,1
58743,7,0,641,1,1
45000,1,1,884,1,0
43046,3,1,434,0,0
7951,1,0,921,1,0
16388,3,1,208,1,0
72792,9,0,133,1,1
67680,6,0,339,1,0
7468,8,1,196,0,0
85536,7,0,262,0,0
96236,8,0,282,1,1
46503,7,0,369,0,0
91270,1,0,103,1,0
9268,6,0,632,0,0
86597,1,1,183,0,0
49979,1,1,423,1,0
59971,3,1,9,1,1
89488,0,0,557,0,0
98746,4,0,244,0,0
32274,5,0,782,0,0
99851,8,0,624,1,1
92591,9,0,567,0,0
6681,7,0,393,1,0
71953,1,1,527,1,0
64146,0,0,37,1,0
49778,1,1,178,0,0
26749,6,0,639,1,0
88768,3,1,629,0,0
82425,9,0,852,1,0
14667,4,1,72,0,0
80504,6,1,352,0,1
90006,2,0,623,1,0
96119,9,0,149,1,1
62044,1,1,697,0,0
78102,6,0,105,0,1
28903,4,0,659,1,0
18330,0,0,221,1,0
17962,0,1,826,0,0
43455,8,0,863,0,0
31359,4,1,374,1,0
99175,0,1,518,0,0
87545,6,0,260,1,1
30895,8,1,299,1,0
8870,0,0,861,1,0
11193,9,0,42,1,0
46671,3,1,771,0,0
293,2,1,897,1,0
17669,4,1,492,1,0
11290,6,1,439,0,0
62924,7,1,783,0,0
42852,1,0,47,1,0
32427,6,1,85,1,1
42170,0,0,686,1,0
86025,6,0,58,1,1
40297,7,1,991,1,0
2361,1,1,711,1,0
94005,8,1,209,0,1
26612,0,1,248,0,0
6816,5,1,211,1,0
86895,0,0,39,0,0
29033,2,0,252,0,0
4478,5,0,643,1,0
40683,2,1,926,0,0
85471,7,1,803,0,1
29133,4,0,762,1,0
24100,1,1,953,1,0
75968,3,1,413,1,0
42704,8,1,946,0,1
68436,3,0,446,1,0
95174,9,1,52,0,1
95755,9,0,374,1,1
73969,7,1,526,1,1
5510,4,1,931,1,0
83475,9,0,156,1,0
56144,0,1,954,0,0
63415,6,1,542,0,1
96155,2,1,90,1,0
71444,9,0,903,0,1
6896,7,1,679,1,1
86816,2,1,351,1,0
54345,0,1,69,0,0
43156,4,1,163,0,0
17809,1,1,242,1,0
58657,3,0,495,1,0
17643,0,0,383,1,0
37518,8,1,52,0,0
94711,5,1,654,1,1
96138,7,0,63,1,0
16824,3,1,509,1,0
3928,8,1,292,1,1
17187,1,1,91,1,0
12705,8,1,664,1,1
31437,4,1,424,0,0
5582,5,1,669,1,1
65433,2,1,821,1,0
92641,3,1,365,0,0
88396,5,0,150,0,1
51052,6,0,840,1,1
5563,0,1,271,0,0
70548,6,1,881,1,1
4748,0,1,581,0,0
33723,4,1,116,0,0
59256,5,0,704,1,1
35734,1,0,516,0,0
44702,9,0,587,1,1
49434,8,0,914,0,0
68748,9,1,810,1,1
22154,5,1,241,0,0
70128,6,1,30,1,1
22307,9,0,143,1,0
80750,7,1,326,1,1
99921,9,1,695,1,1
81654,0,0,949,0,0
21486,7,0,16,1,1
83376,3,0,111,0,0
59618,9,0,872,0,0
52881,7,0,713,1,1
52880,5,1,107,1,1
61540,8,1,379,0,1
44299,3,0,162,0,0
61135,1,1,283,0,0
8310,1,1,269,1,0
44463,4,1,484,1,0
78379,9,1,667,0,1
60448,8,0,73,0,1
55384,2,1,197,0,0
72224,7,1,243,1,1
68947,3,1,598,0,0
22532,5,0,799,0,0
64189,9,1,259,0,1
55498,5,0,798,0,1
99391,2,0,149,1,0
3421,4,0,867,0,0
81448,2,0,390,1,0
37483,0,1,988,1,0
78782,6,0,416,0,1
79290,3,0,426,1,0
52993,6,0,997,0,1
35920,2,0,702,0,0
66362,4,0,217,0,0
3860,4,1,928,0,0
22290,1,0,867,0,0
67511,9,1,86,1,0
23477,1,1,216,1,0
46837,3,0,423,0,0
69669,3,1,320,1,0
38311,3,1,118,0,0
83009,5,1,926,1,1
3844,1,0,959,1,0
25095,5,0,882,0,0
17077,6,0,992,1,0
98038,9,0,415,1,1
34642,2,0,599,1,0
10751,7,0,40,0,0
99339,1,0,161,1,1
79031,7,1,703,1,1
95444,4,1,537,1,1
16815,1,0,420,1,0
44509,6,1,664,1,0
24406,1,0,95,1,0
19186,5,0,442,1,0
14476,9,0,935,1,0
61450,2,1,558,1,1
71525,8,0,973,0,0
36736,2,0,650,1,0
86220,2,0,983,1,0
51749,4,0,466,1,0
34710,6,1,288,1,0
10158,7,0,865,1,0
74737,6,1,676,0,1
78133,8,1,412,0,1
70294,4,0,400,0,0
77017,9,0,528,0,1
64300,2,1,18,1,1
46719,5,1,136,1,0
17254,4,1,464,1,0
19639,3,1,759,0,0
60158,1,0,248,0,0
62168,6,1,843,0,0
77413,4,1,710,0,0
30473,3,1,1,1,0
33254,7,1,702,1,1
6131,8,0,381,0,0
93633,8,0,509,1,1
72075,2,0,460,0,0
22885,2,1,505,0,0
79028,4,1,806,0,0
28769,4,0,476,0,0
94575,9,0,557,1,1
2382,1,1,954,1,0
34724,0,0,849,0,0
48538,7,1,897,0,0
90000,2,1,32,1,0
67634,0,1,904,1,0
31805,0,1,118,0,0
38344,1,1,808,0,0
75064,5,1,184,0,0
37537,5,0,191,0,0
77972,2,0,747,0,0
74978,3,0,750,1,0
73082,1,1,728,1,0
50683,1,0,74,0,1
38492,6,1,623,0,1
7561,0,1,103,0,0
10616,6,1,871,0,0
79385,0,1,586,1,0
17614,5,0,420,1,0
36368,2,0,473,0,0
90586,7,0,764,1,1
36888,5,1,114,0,1
75849,1,0,379,0,0
61149,7,0,313,1,1
62593,4,0,330,0,0
36127,7,1,339,1,0
93647,7,0,238,0,0
42949,5,1,173,0,0
17958,1,0,79,0,0
84262,7,1,464,0,1
79103,5,0,898,1,0
52495,5,0,605,0,0
39858,7,0,964,1,0
54412,0,1,501,1,1
68770,1,0,562,0,0
82379,8,0,285,1,0
15534,7,1,223,0,0
64147,6,1,593,1,1
47875,6,1,266,1,0
75869,4,1,667,0,0
66777,1,0,373,0,0
83655,5,0,233,1,1
86020,9,1,911,0,1
45834,2,0,828,0,0
88603,3,1,236,1,0
40703,9,0,671,1,0
76808,1,1,917,0,1
82026,1,0,828,1,0
68903,7,1,763,0,0
39432,7,1,314,0,0
91803,9,0,937,1,1
21412,5,0,942,0,1
93476,4,0,813,1,1
84626,7,1,380,0,1
44279,3,0,794,0,0
71542,3,1,614,0,0
40479,4,0,563,1,0
17397,0,0,420,1,0
2111,0,1,52,0,0
44114,1,1,721,1,0
11838,7,0,819,1,1
94433,6,1,643,0,0
47598,9,1,509,1,1
11220,8,0,782,1,1
8867,4,1,945,1,0
22952,1,0,205,0,0
79339,6,0,731,0,1
1029,7,1,257,1,1
77587,6,0,185,0,0
91675,6,1,145,1,1
95140,4,0,690,0,0
17538,1,1,994,1,0
48615,5,1,14,0,0
5844,3,1,246,1,0
83920,9,1,187,0,0
42517,1,1,337,1,0
7169,8,0,259,0,0
42459,6,0,866,0,0
19899,5,1,40,0,1
98846,4,0,601,1,0
93862,2,1,637,1,0
70288,9,1,962,1,1
89959,9,0,418,0,1
7697,3,0,986,1,0
47193,2,1,351,0,0
37326,7,1,9,0,1
72227,2,1,350,0,0
91469,6,1,84,1,1
77462,6,1,533,0,0
26517,6,1,989,1,0
18793,6,0,793,1,0
79774,1,1,358,0,0
53261,9,1,378,1,1
2269,2,0,172,0,0
84192,9,1,25,0,1
22152,8,1,393,1,1
71949,2,0,103,0,0
73951,1,1,702,0,1
8136,8,0,236,0,1
31878,9,1,410,1,0
27834,8,0,825,1,0
23273,3,0,549,1,0
30503,8,0,784,0,0
66421,2,1,805,0,0
71775,6,1,332,1,1
6444,6,0,664,1,0
18900,7,0,794,1,1
25472,9,1,532,1,0
61616,3,1,649,1,0
20638,2,1,983,0,0
64018,2,1,871,1,1
15073,4,1,29,0,0
71255,0,0,543,0,0
59600,9,1,19,0,1
36675,2,0,148,0,0
42361,5,1,471,1,1
27816,2,0,491,0,0
3336,4,0,283,1,0
15948,8,1,862,0,0
2452,1,0,853,1,0
2032,1,0,812,1,0
76549,5,0,675,0,0
8656,5,0,113,1,1
86936,7,1,455,0,1
5598,1,0,662,1,0
76218,8,1,330,0,1
50198,1,0,255,0,0
64486,0,1,599,1,0
9669,9,1,399,1,1
56982,1,1,862,0,0
70493,6,0,610,0,1
440,7,1,909,1,0
44049,4,1,508,0,0
82402,5,0,644,0,1
62543,0,1,466,0,1
91768,5,0,824,1,0
74127,7,0,407,0,1
238,2,1,609,0,0
458,0,0,98,1,0
75350,3,0,290,0,0
85476,0,0,868,0,0
30754,7,1,739,0,1
25979,4,0,657,0,0
81632,0,0,156,1,0
55878,7,0,782,0,0
37872,8,1,162,0,0
58578,9,0,624,0,0
64453,1,1,843,0,0
26862,8,0,697,0,0
13383,7,1,717,1,1
64022,6,1,97,1,1
39520,2,1,377,0,0
55668,1,0,567,0,0
85190,6,0,450,1,1
20319,4,0,994,1,0
57269,5,1,117,1,1
75065,3,0,605,0,0
46940,1,0,805,0,0
44795,8,1,964,0,0
84854,2,0,716,0,0
78088,6,0,794,0,1
58442,7,1,506,0,1
19051,1,1,189,1,0
1407,5,0,476,1,0
80488,7,1,323,0,1
90868,6,0,596,0,1
35528,2,0,970,0,0
92121,0,0,180,1,0
75874,5,0,786,1,1
39075,7,0,181,1,0
1240,5,1,959,1,1
24942,4,1,693,0,0
26521,7,0,795,1,0
1808,1,1,287,1,0
3730,0,1,475,0,0
19695,0,0,618,0,0
76121,3,1,641,0,1
28408,5,1,262,1,0
44889,8,0,523,0,0
55790,0,0,162,1,1
26186,0,0,487,1,0
16959,4,0,980,1,0
7784,9,0,959,1,1
91188,4,0,181,0,0
1307,4,0,725,0,0
46199,9,1,469,1,1
67596,5,0,786,0,1
66193,7,1,21,1,1
29789,2,1,275,1,0
48751,8,0,260,0,0
13993,0,1,333,0,0
97908,3,1,466,1,0
66518,8,1,116,0,0
60111,7,0,413,1,1
38735,9,1,537,0,1
56215,8,1,952,1,1
95171,0,0,845,1,0
78505,8,1,766,0,1
72802,2,1,959,0,1
78618,9,1,923,1,1
72905,8,1,956,0,1
59054,0,1,723,0,0
28164,0,0,817,1,0
79163,8,1,833,1,1
2554,5,0,934,0,1
20978,3,1,851,0,0
51198,6,0,948,1,0
62254,4,0,257,1,0
13091,9,0,168,1,0
68444,6,1,849,1,1
36693,7,1,533,1,0
36404,7,1,598,1,0
30486,0,1,15,1,0
55320,7,1,50,1,1
69438,5,0,999,0,0
94389,3,0,304,0,0
21183,7,0,487,0,0
18454,2,1,416,1,0
22290,3,1,305,0,0
6242,5,0,196,1,0
28498,6,1,876,0,0
52071,3,1,813,1,0
41962,3,0,800,1,0
98768,6,0,388,0,0
53510,5,1,757,1,1
19603,7,1,961,0,0
48556,0,0,865,0,0
82135,9,1,455,0,1
8116,6,0,713,0,0
2484,6,0,705,0,0
62420,6,0,848,0,0
15172,6,1,658,0,0
80118,9,0,310,0,1
40610,9,0,127,0,0
49033,7,1,175,1,1
21926,8,0,134,1,1
68126,8,1,66,0,0
25618,1,1,393,1,0
24145,6,1,964,1,1
50976,6,0,365,0,0
92546,3,0,279,0,0
90202,8,1,758,1,1
52019,7,1,363,0,1
99541,0,1,749,0,0
27203,1,0,171,0,0
36288,1,1,51,1,0
5945,7,1,328,0,0
86798,0,1,871,1,0
36774,3,0,665,0,0
19437,9,1,592,0,0
22413,4,0,931,1,0
27043,8,0,145,0,0
78049,6,1,274,1,1
376,7,1,155,1,0
51251,8,1,911,0,0
17711,6,0,508,0,0
12044,4,0,849,1,0
52987,4,0,363,1,0
81542,9,1,325,0,1
49947,5,0,848,0,0
58753,4,1,655,0,0
86172,8,1,298,0,1
56722,2,1,494,0,0
27910,2,0,546,1,0
77942,6,0,304,1,0
10603,6,0,467,1,0
84861,5,1,904,1,1
37076,2,0,239,0,0
11690,6,0,650,1,0
10986,4,1,766,0,0
12966,6,1,517,0,0
66724,1,0,884,0,0
68999,5,1,176,0,0
32892,7,0,885,0,1
9864,0,1,410,1,0
86256,3,1,726,0,0
42827,0,0,364,0,0
78571,0,1,23,0,1
8168,9,1,318,1,1
7395,7,1,525,0,0
41260,6,0,905,0,0
11490,9,1,753,0,1
20231,0,1,276,1,0
94854,1,0,604,0,0
76069,3,0,620,1,0
15138,0,1,953,1,0
52427,2,1,229,0,0
93818,7,1,664,1,1
77164,7,0,108,1,0
21381,7,1,801,0,0
54289,5,0,916,0,1
48611,5,0,956,0,0
8705,4,1,176,0,0
1481,8,1,320,1,0
66734,3,0,286,1,0
19910,9,1,876,0,0
24422,6,1,329,0,0
41969,0,0,877,0,0
33055,8,1,753,1,1
61488,6,0,657,0,0
10307,9,1,356,1,0
87429,8,0,14,1,1
67728,6,0,275,1,1
28320,1,1,71,1,0
84150,5,0,827,0,1
74185,9,0,195,0,0
22131,3,1,865,0,0
70821,2,1,812,1,1
80907,1,1,928,1,0
71412,5,0,879,0,1
59866,7,0,523,1,1
12549,5,0,106,1,0
89933,8,1,770,1,1
56799,4,0,986,0,0
81353,1,0,893,0,0
46192,7,1,196,0,0
63771,8,0,145,1,1
10450,9,1,977,0,0
96258,3,1,732,0,0
68587,5,1,350,0,1
17722,9,0,424,1,1
70363,7,0,471,1,1
53217,8,0,686,1,1
58494,4,1,216,1,1
23882,5,1,93,1,0
28554,3,1,260,0,0
68004,4,0,934,0,0
15692,6,0,575,1,0
22273,8,0,541,1,1
33304,9,0,787,0,0
35696,5,0,859,1,0
34424,5,1,285,1,1
61302,7,0,484,1,1
89500,3,1,931,1,0
30850,2,1,372,1,0
76212,6,0,70,0,1
16666,4,1,379,0,0
7290,1,0,279,1,0
88707,1,0,743,1,0
38433,5,1,302,0,0
81005,7,0,255,1,1
89671,0,0,684,0,0
1689,5,1,944,1,0
25335,1,1,692,0,0
259,1,1,264,0,0
12245,6,1,695,1,1
81009,9,1,834,1,1
32021,0,1,717,0,0
16337,5,0,424,1,0
8344,6,0,761,0,0
14843,7,0,213,1,0
97202,6,1,671,1,1
46201,5,0,944,1,0
84327,8,1,100,0,1
99632,2,0,829,0,0
56478,5,1,112,1,1
71226,3,0,308,0,0
56171,1,1,678,1,0
71221,0,1,475,0,0
74863,0,1,548,1,0
93914,9,1,112,0,0
12337,2,0,87,0,0
15749,3,0,183,0,0
37813,1,1,597,0,0
73563,0,1,781,0,0
45509,3,1,165,0,0
48866,6,0,815,1,0
46254,9,1,90,1,0
7116,5,1,455,0,0
79663,5,0,238,1,1
48788,8,1,999,0,0
89778,1,1,534,1,1
54338,3,0,679,1,0
58708,4,1,727,1,0
89181,0,1,58,1,0
31997,7,0,542,0,0
51061,7,1,914,1,1
68803,5,0,618,1,0
44857,4,1,402,1,0
27017,7,1,842,0,0
22836,2,1,679,1,0
28090,2,1,862,0,0
62651,1,1,666,0,0
58261,4,0,839,1,0
79723,2,1,519,0,0
22540,2,1,197,1,0
35305,5,0,833,1,1
80911,7,0,46,1,1
55203,1,1,530,1,1
70912,3,0,397,1,0
41727,6,1,665,1,0
19108,0,0,776,1,0
71374,0,0,74,0,0
32502,9,1,416,0,0
53484,6,0,657,1,1
5893,6,1,614,1,1
5671,0,0,335,0,0
96967,0,0,847,1,0
16309,3,0,633,0,0
91030,4,1,688,0,0
43248,4,1,575,1,0
91318,3,0,296,1,0
2324,7,1,84,0,0
48795,6,1,15,0,1
32541,8,1,867,1,0
39229,6,0,134,1,0
62468,9,1,478,0,1
92222,0,0,633,0,0
44860,6,0,319,0,1
23578,0,0,392,1,0
71954,6,0,479,1,1
94330,9,0,640,1,0
85816,7,1,368,0,1
12280,8,1,367,0,0
98638,2,0,288,1,0
15472,3,1,813,0,0
29896,3,1,378,0,0
58372,8,1,692,0,1
90063,6,1,463,0,1
98926,2,1,594,0,0
93735,9,1,13,1,1
54140,4,1,536,1,0
75457,6,0,168,1,1
71468,7,0,270,1,1
78456,0,0,988,1,0
16311,1,1,971,0,0
5942,6,1,70,0,1
63215,1,0,318,0,0
66952,6,1,376,1,1
46068,8,1,89,0,0
17608,1,0,701,0,0
22105,6,0,257,0,0
54675,3,0,217,1,0
80842,1,1,450,0,0
19071,6,1,894,0,0
25699,4,1,544,1,0
87692,0,0,141,1,0
67014,4,0,161,0,0
67155,2,1,32,1,1
87797,6,0,824,0,0
5455,5,0,152,1,0
54220,7,1,859,0,0
74719,4,0,260,0,0
38442,1,0,728,1,0
86092,8,0,279,1,1
78960,7,1,285,1,1
2357,5,1,610,1,0
27464,9,0,917,0,1
25072,6,1,542,1,1
26754,8,1,602,0,0
80869,6,1,148,0,1
81523,2,0,656,0,0
29420,5,1,67,1,0
20908,6,0,945,0,0
52489,1,0,869,0,0
95790,2,1,570,1,0
34873,3,0,940,0,0
51268,9,1,793,0,1
27847,5,1,279,0,0
76496,0,0,748,1,0
83792,8,0,443,0,0
57605,4,1,897,0,0
85996,6,1,865,0,1
18235,8,1,399,1,1
90987,8,1,128,1,1
96135,0,0,337,1,0
47477,0,0,482,0,0
23654,2,0,721,0,0
62591,5,1,948,0,1
55721,1,0,186,0,0
58383,9,0,169,0,0
85240,0,0,684,1,0
17023,0,0,260,0,0
47691,4,1,717,0,0
62361,3,0,964,1,0
54436,0,0,647,1,0
74183,3,0,558,0,0
61048,2,0,507,1,0
33102,1,1,521,1,0
80198,8,1,471,1,1
73116,0,0,161,0,0
26772,6,1,289,1,1
4313,3,1,340,0,0
10393,4,1,900,1,0
55960,9,1,833,0,1
62607,4,0,502,0,0
57234,0,1,106,0,1
2200,5,1,802,1,0
62097,8,0,475,1,0
28272,1,0,853,1,0
20232,6,0,600,0,1
18299,5,0,463,1,0
36709,4,1,483,1,0
43065,3,0,704,0,0
8116,3,1,153,1,0
39879,5,1,823,0,1
31981,3,0,649,1,0
82694,4,0,785,0,0
24572,5,1,149,0,0
51913,4,1,188,1,0
36121,6,0,653,0,0
54231,8,0,131,1,1
24187,9,0,452,1,0
12928,6,1,516,1,0
61710,6,1,491,1,1
96764,3,0,476,0,0
1501,0,1,263,0,0
85279,7,0,538,0,0
15293,3,1,459,1,0
92489,0,1,536,1,0
44964,4,0,778,0,0
20407,7,0,741,0,0
19711,3,0,781,1,0
43891,7,1,637,1,0
12050,7,1,684,1,1
76340,2,0,746,0,0
77503,8,1,295,1,1
2845,2,0,915,0,0
55343,0,1,435,1,1
3966,1,0,275,0,0
32345,5,1,588,1,0
44824,9,1,308,0,1
71454,1,1,726,0,0
51474,5,1,943,0,1
30216,0,0,997,1,0
81129,0,1,376,0,0
93674,4,0,158,0,0
20547,9,0,814,1,0
30531,8,0,204,0,0
18008,7,0,989,0,0
29436,2,1,661,1,0
41092,2,0,75,0,0
55450,0,1,380,1,0
69661,2,1,741,0,0
52055,0,1,304,1,0
61340,7,1,62,0,1
20193,0,0,570,0,0
6255,4,1,786,0,0
46707,8,0,108,1,0
33587,6,1,187,0,0
55768,3,1,987,0,1
21063,8,0,229,1,0
50224,8,1,48,1,1
52970,1,1,831,1,1
56647,9,1,268,0,1
64210,9,1,727,0,0
53654,5,1,802,0,1
21036,3,0,254,1,0
4526,7,1,957,1,0
88939,6,1,870,0,1
27706,6,0,87,0,0
47932,9,1,181,1,0
28251,8,0,25,1,1
79403,4,1,958,1,0
11408,5,1,388,0,0
62622,0,0,222,1,0
45771,5,1,990,1,1
90406,1,1,397,1,0
94208,5,0,938,1,1
2304,8,0,511,0,0
92869,7,1,561,1,1
87365,8,0,846,0,1
31231,9,1,440,0,1
52528,7,0,175,1,1
33970,2,1,904,1,0
49167,7,0,311,0,0
58685,5,0,984,1,0
21707,5,0,274,0,0
25068,5,0,35,1,0
99034,2,0,217,0,0
12008,9,0,721,0,0
26523,0,0,672,0,0
74807,3,0,408,1,0
78357,9,0,519,0,0
61315,5,1,269,0,1
55935,9,0,638,1,1
49529,1,1,475,1,0
82252,6,0,880,0,1
38558,6,1,325,0,0
46269,3,1,356,1,0
7759,3,0,90,0,0
60714,0,0,42,1,1
77340,1,1,365,1,0
32893,8,1,671,1,0
46573,9,0,202,0,0
96862,7,0,366,1,1
89488,7,0,794,0,0
97718,8,1,982,0,1
88430,6,0,844,1,0
55851,8,0,288,1,1
79015,9,0,603,1,1
54354,1,0,481,1,0
7106,5,0,637,0,1
74318,2,1,501,0,0
65444,5,1,638,1,1
33940,2,0,52,0,0
32530,7,0,916,1,0
23191,3,1,103,0,0
33083,9,0,361,0,0
24089,5,1,424,0,0
75551,8,0,699,1,1
19090,1,1,205,0,0
90370,1,1,14,0,1
80460,6,0,940,0,0
36181,1,1,616,0,0
11133,1,0,629,1,0
16341,3,1,470,0,0
6039,8,0,466,1,0
47662,7,0,304,1,1
35163,1,0,605,0,0
76821,7,1,427,0,1
27145,3,0,656,1,0
44869,1,0,110,1,0
47218,9,0,675,1,0
84803,6,1,565,0,1
21725,5,0,930,0,0
27176,9,1,515,1,1
64905,4,1,68,1,1
44705,0,1,246,1,0
84665,1,0,389,0,0
88609,7,0,650,0,1
39221,0,1,308,1,0
65201,2,0,925,0,0
31533,1,0,352,1,0
43409,4,1,799,0,0
67568,3,1,66,1,1
44354,6,0,460,0,0
67393,4,1,347,0,0
96358,7,0,325,0,1
37953,3,1,933,0,0
38505,5,0,667,0,0
66752,3,0,599,0,0
43627,1,1,33,0,0
77327,0,0,68,1,0
592,0,0,187,1,0
93518,7,1,192,1,1
8911,3,0,213,0,0
93444,4,0,600,0,0
24372,7,0,428,0,0
94035,6,1,351,1,0
72110,7,1,108,1,1
92592,7,1,240,1,1
47253,5,1,216,1,1
54210,9,1,177,1,1
14079,1,0,565,1,0
28428,5,0,330,0,0
12967,0,0,561,1,0
59334,0,1,881,0,0
25951,2,0,626,1,0
31379,2,1,450,1,0
96163,4,0,607,0,0
73502,0,1,447,0,0
15549,9,0,537,0,0
76321,5,0,644,1,0
89180,6,1,179,1,1
5551,9,0,395,0,0
87278,2,0,145,1,0
41416,3,1,876,0,0
63164,9,0,962,1,1
63861,9,0,198,1,1
38970,9,1,969,1,1
96666,9,1,837,0,1
30973,9,1,84,1,0
58727,2,1,669,0,0
66255,0,1,85,0,0
99286,7,0,457,0,0
25472,9,1,476,0,0
3742,9,1,253,0,0
28101,1,0,887,0,0
34164,0,0,72,0,0
94926,7,0,223,0,0
14222,6,0,276,0,0
24920,6,0,795,1,0
68531,3,1,776,0,0
55845,8,0,246,1,1
50181,5,1,341,0,1
71002,1,0,573,1,0
8811,0,1,924,1,0
85232,0,0,471,1,0
18893,8,1,454,1,0
8299,3,1,771,1,0
76353,4,1,965,1,1
36291,2,1,969,0,0
10311,3,1,7,0,0
63169,7,1,188,0,1
88996,3,1,4,0,1
56846,8,1,743,0,0
21642,8,1,645,0,0
31412,5,1,907,1,0
45342,1,0,125,0,0
93883,9,1,15,1,1
87993,6,1,960,1,1
55488,8,0,994,1,1
27791,5,1,525,1,1
78060,2,1,630,1,0
84488,6,0,240,1,1
